"id","date","days","name"
777,1947-10-05,5,"MISSING"
778,1947-10-08,4,"MISSING"
779,1947-10-08,9,"MISSING"
780,1947-10-17,6,"MISSING"
781,1948-05-22,8,"MISSING"
782,1948-07-07,5,"MISSING"
783,1948-08-26,11,"MISSING"
784,1948-08-30,3,"MISSING"
785,1948-09-01,6,"MISSING"
786,1948-09-04,14,"MISSING"
787,1948-09-07,4,"MISSING"
788,1948-09-18,9,"MISSING"
789,1948-10-03,14,"MISSING"
790,1948-11-08,4,"MISSING"
791,1949-08-21,10,"MISSING"
792,1949-08-23,10,"MISSING"
793,1949-08-30,5,"MISSING"
794,1949-09-03,9,"MISSING"
795,1949-09-03,3,"MISSING"
796,1949-09-05,12,"MISSING"
797,1949-09-11,4,"MISSING"
798,1949-09-13,5,"MISSING"
799,1949-09-20,3,"MISSING"
800,1949-09-20,7,"MISSING"
801,1949-09-27,11,"MISSING"
802,1949-10-02,6,"MISSING"
803,1949-10-13,9,"MISSING"
804,1949-10-13,5,"MISSING"
805,1949-11-01,6,"MISSING"
806,1949-11-03,3,"MISSING"
807,1950-08-12,13,"ABLE"
808,1950-08-18,15,"BAKER"
809,1950-08-21,16,"CHARLIE"
810,1950-08-30,20,"DOG"
811,1950-09-01,9,"EASY"
812,1950-09-08,10,"FOX"
813,1950-09-27,11,"GEORGE"
814,1950-10-01,4,"HOW"
815,1950-10-08,4,"ITEM"
816,1950-10-11,8,"JIG"
817,1950-10-13,8,"KING"
818,1950-10-17,8,"MISSING"
819,1950-10-18,5,"LOVE"
820,1950-10-25,4,"MIKE"
821,1950-10-27,3,"MISSING"
822,1950-11-10,3,"MISSING"
823,1951-05-15,10,"ABLE"
824,1951-08-02,4,"BAKER"
825,1951-08-12,12,"CHARLIE"
826,1951-08-27,10,"DOG"
827,1951-09-02,10,"FOX"
828,1951-09-02,12,"EASY"
829,1951-09-20,2,"GEORGE"
830,1951-09-28,11,"HOW"
831,1951-10-12,6,"ITEM"
832,1951-10-15,6,"JIG"
833,1952-02-02,4,"MISSING"
834,1952-08-18,16,"ABLE"
835,1952-08-31,10,"BAKER"
836,1952-09-22,10,"CHARLIE"
837,1952-09-25,5,"DOG"
838,1952-10-06,6,"EASY"
839,1952-10-20,9,"FOX"
840,1953-05-25,13,"ALICE"
841,1953-08-11,6,"BARBARA"
842,1953-08-28,13,"CAROL"
843,1953-08-28,7,"MISSING"
844,1953-09-08,10,"DOLLY"
845,1953-09-14,7,"EDNA"
846,1953-09-14,8,"MISSING"
847,1953-09-23,6,"FLORENCE"
848,1953-10-02,4,"GAIL"
849,1953-10-03,8,"MISSING"
850,1953-10-05,5,"MISSING"
851,1953-10-07,6,"HAZEL"
852,1953-11-23,4,"MISSING"
853,1953-12-07,3,"MISSING"
854,1954-06-24,3,"ALICE"
855,1954-07-27,4,"BARBARA"
856,1954-08-25,8,"CAROL"
857,1954-08-31,5,"DOLLY"
858,1954-09-02,14,"EDNA"
859,1954-09-11,2,"FLORENCE"
860,1954-09-24,4,"GILDA"
861,1954-09-25,13,"MISSING"
862,1954-10-05,14,"HAZEL"
863,1954-11-16,6,"MISSING"
864,1954-12-30,8,"ALICE"
865,1955-07-31,4,"BRENDA"
866,1955-08-03,13,"CONNIE"
867,1955-08-07,15,"DIANE"
868,1955-08-21,14,"EDITH"
869,1955-08-23,8,"MISSING"
870,1955-09-02,8,"FLORA"
871,1955-09-04,3,"GLADYS"
872,1955-09-10,15,"IONE"
873,1955-09-10,11,"HILDA"
874,1955-09-21,10,"JANET"
875,1955-10-10,5,"MISSING"
876,1955-10-14,7,"KATIE"
877,1956-06-12,4,"MISSING"
878,1956-07-25,3,"ANNA"
879,1956-08-09,12,"BETSY"
880,1956-09-05,7,"CARLA"
881,1956-09-10,3,"DORA"
882,1956-09-11,4,"ETHEL"
883,1956-09-21,10,"FLOSSY"
884,1956-10-30,9,"GRETA"
885,1957-06-08,8,"MISSING"
886,1957-06-25,5,"AUDREY"
887,1957-08-08,4,"BERTHA"
888,1957-09-02,23,"CARRIE"
889,1957-09-07,3,"DEBBIE"
890,1957-09-16,4,"ESTHER"
891,1957-09-20,8,"FRIEDA"
892,1957-10-23,5,"MISSING"
893,1958-06-14,3,"ALMA"
894,1958-08-08,10,"BECKY"
895,1958-08-11,12,"CLEO"
896,1958-08-24,8,"DAISY"
897,1958-08-30,8,"ELLA"
898,1958-09-04,9,"FIFI"
899,1958-09-13,3,"GERDA"
900,1958-09-21,14,"HELENE"
901,1958-09-24,7,"ILSA"
902,1958-10-05,9,"JANICE"
903,1959-05-28,6,"ARLENE"
904,1959-06-15,4,"BEULAH"
905,1959-06-18,4,"MISSING"
906,1959-07-05,8,"CINDY"
907,1959-07-23,6,"DEBRA"
908,1959-08-17,3,"EDITH"
909,1959-09-09,6,"FLORA"
910,1959-09-20,13,"GRACIE"
911,1959-09-27,12,"HANNAH"
912,1959-10-06,4,"IRENE"
913,1959-10-17,5,"JUDITH"
914,1960-06-22,8,"MISSING"
915,1960-07-10,7,"ABBY"
916,1960-07-28,5,"BRENDA"
917,1960-08-17,5,"CLEO"
918,1960-08-29,17,"DONNA"
919,1960-09-14,4,"ETHEL"
920,1960-09-17,11,"FLORENCE"
921,1961-07-20,5,"ANNA"
922,1961-09-02,11,"BETSY"
923,1961-09-03,14,"CARLA"
924,1961-09-06,11,"DEBBIE"
925,1961-09-10,18,"ESTHER"
926,1961-09-12,4,"MISSING"
927,1961-09-30,11,"FRANCES"
928,1961-10-16,7,"GERDA"
929,1961-10-27,6,"HATTIE"
930,1961-11-01,3,"SIMONE"
931,1961-11-01,9,"JENNY"
932,1961-11-05,4,"INGA"
933,1962-08-27,6,"BECKY"
934,1962-08-26,8,"ALMA"
935,1962-09-12,10,"CELIA"
936,1962-09-29,11,"DAISY"
937,1962-10-14,10,"ELLA"
938,1963-07-31,12,"ARLENE"
939,1963-08-20,9,"BEULAH"
940,1963-09-10,6,"MISSING"
941,1963-09-16,5,"CINDY"
942,1963-09-19,6,"DEBRA"
943,1963-09-23,7,"EDITH"
944,1963-09-26,18,"FLORA"
945,1963-10-16,15,"GINNY"
946,1963-10-25,5,"HELENA"
947,1964-06-02,10,"MISSING"
948,1964-07-28,7,"MISSING"
949,1964-08-05,4,"ABBY"
950,1964-08-07,4,"BRENDA"
951,1964-08-20,17,"CLEO"
952,1964-08-28,20,"DORA"
953,1964-09-04,13,"ETHEL"
954,1964-09-05,6,"FLORENCE"
955,1964-09-13,13,"GLADYS"
956,1964-09-28,8,"HILDA"
957,1964-10-08,10,"ISBELL"
958,1964-11-05,6,"MISSING"
959,1965-06-11,8,"MISSING"
960,1965-08-21,6,"ANNA"
961,1965-08-27,18,"BETSY"
962,1965-09-16,16,"CAROL"
963,1965-09-24,7,"DEBBIE"
964,1965-10-12,8,"ELENA"
965,1966-06-04,11,"ALMA"
966,1966-07-01,3,"BECKY"
967,1966-07-13,10,"CELIA"
968,1966-07-22,7,"ELLA"
969,1966-07-22,10,"DOROTHY"
970,1966-08-21,18,"FAITH"
971,1966-09-01,7,"GRETA"
972,1966-09-20,3,"HALLIE"
973,1966-09-21,21,"INEZ"
974,1966-09-27,4,"JUDITH"
975,1966-11-04,11,"LOIS"
976,1967-06-10,3,"MISSING"
977,1967-06-10,4,"MISSING"
978,1967-06-14,5,"MISSING"
979,1967-06-18,3,"MISSING"
980,1967-07-05,5,"MISSING"
981,1967-07-21,2,"MISSING"
982,1967-08-03,4,"MISSING"
983,1967-08-10,7,"MISSING"
984,1967-08-16,4,"MISSING"
985,1967-08-20,5,"MISSING"
986,1967-08-28,8,"ARLENE"
987,1967-09-05,17,"CHLOE"
988,1967-09-05,18,"BEULAH"
989,1967-09-08,14,"DORIA"
990,1967-09-18,9,"MISSING"
991,1967-09-22,9,"MISSING"
992,1967-09-25,4,"MISSING"
993,1967-09-26,6,"EDITH"
994,1967-10-01,4,"FERN"
995,1967-10-03,3,"MISSING"
996,1967-10-05,4,"GINGER"
997,1967-10-08,2,"MISSING"
998,1967-10-12,3,"MISSING"
999,1967-10-15,3,"MISSING"
1000,1967-10-19,14,"HEIDI"
1001,1967-10-26,4,"MISSING"
1002,1968-06-01,13,"ABBY"
1003,1968-06-17,10,"BRENDA"
1004,1968-06-22,5,"CANDY"
1005,1968-07-04,2,"MISSING"
1006,1968-08-10,8,"DOLLY"
1007,1968-08-26,7,"MISSING"
1008,1968-09-07,4,"MISSING"
1009,1968-09-11,9,"EDNA"
1010,1968-09-14,10,"SUBTROP"
1011,1968-09-17,5,"MISSING"
1012,1968-09-23,3,"MISSING"
1013,1968-09-23,8,"FRANCES"
1014,1968-09-25,5,"MISSING"
1015,1968-10-13,9,"GLADYS"
1016,1968-11-24,2,"MISSING"
1017,1969-05-29,5,"MISSING"
1018,1969-05-29,2,"MISSING"
1019,1969-06-07,3,"MISSING"
1020,1969-06-12,4,"MISSING"
1021,1969-07-25,12,"ANNA"
1022,1969-07-25,3,"MISSING"
1023,1969-08-11,3,"BLANCHE"
1024,1969-08-14,9,"CAMILLE"
1025,1969-08-14,12,"DEBBIE"
1026,1969-08-24,3,"MISSING"
1027,1969-08-24,5,"MISSING"
1028,1969-08-25,3,"EVE"
1029,1969-08-29,7,"FRANCELIA"
1030,1969-08-29,4,"MISSING"
1031,1969-09-05,6,"MISSING"
1032,1969-09-06,5,"GERDA"
1033,1969-09-14,8,"HOLLY"
1034,1969-09-16,5,"MISSING"
1035,1969-09-19,2,"MISSING"
1036,1969-09-20,26,"INGA"
1037,1969-09-21,6,"MISSING"
1038,1969-09-24,7,"MISSING"
1039,1969-09-29,3,"SUBTROP"
1040,1969-10-01,6,"JENNY"
1041,1969-10-07,13,"KARA"
1042,1969-10-17,11,"LAURIE"
1043,1969-10-28,4,"MISSING"
1044,1969-10-30,9,"MISSING"
1045,1969-11-21,5,"MARTHA"
1046,1970-05-17,11,"ALMA"
1047,1970-07-19,5,"BECKY"
1048,1970-07-27,6,"MISSING"
1049,1970-07-31,6,"CELIA"
1050,1970-08-02,5,"MISSING"
1051,1970-08-05,3,"MISSING"
1052,1970-08-11,8,"MISSING"
1053,1970-08-15,5,"MISSING"
1054,1970-08-17,7,"DOROTHY"
1055,1970-09-03,7,"MISSING"
1056,1970-09-05,3,"MISSING"
1057,1970-09-08,6,"ELLA"
1058,1970-09-12,6,"FELICE"
1059,1970-09-22,4,"MISSING"
1060,1970-09-23,19,"MISSING"
1061,1970-09-26,10,"GRETA"
1062,1970-09-29,3,"MISSING"
1063,1970-10-12,7,"MISSING"
1064,1970-10-20,9,"MISSING"
1065,1971-07-04,5,"ARLENE"
1066,1971-07-07,2,"MISSING"
1067,1971-07-10,2,"MISSING"
1068,1971-08-03,5,"MISSING"
1069,1971-08-06,4,"MISSING"
1070,1971-08-10,8,"BETH"
1071,1971-08-12,5,"MISSING"
1072,1971-08-18,8,"CHLOE"
1073,1971-08-20,10,"DORIA"
1074,1971-08-28,5,"MISSING"
1075,1971-09-03,6,"MISSING"
1076,1971-09-03,11,"FERN"
1077,1971-09-05,14,"EDITH"
1078,1971-09-06,30,"GINGER"
1079,1971-09-08,4,"MISSING"
1080,1971-09-10,5,"MISSING"
1081,1971-09-11,5,"HEIDI"
1082,1971-09-11,21,"IRENE"
1083,1971-09-21,4,"JANICE"
1084,1971-10-06,9,"MISSING"
1085,1971-10-18,4,"KRISTY"
1086,1971-11-12,11,"LAURA"
1087,1972-05-23,7,"ALPHA"
1088,1972-06-14,10,"AGNES"
1089,1972-06-19,2,"MISSING"
1090,1972-07-10,3,"MISSING"
1091,1972-07-16,5,"MISSING"
1092,1972-07-31,4,"MISSING"
1093,1972-08-05,3,"MISSING"
1094,1972-08-12,4,"MISSING"
1095,1972-08-16,3,"MISSING"
1096,1972-08-22,11,"BETTY"
1097,1972-08-29,8,"CARRIE"
1098,1972-09-03,3,"MISSING"
1099,1972-09-05,10,"DAWN"
1100,1972-09-19,4,"CHARLIE"
1101,1972-09-20,5,"MISSING"
1102,1972-10-01,3,"MISSING"
1103,1972-10-05,11,"MISSING"
1104,1972-10-16,5,"MISSING"
1105,1972-11-01,7,"DELTA"
1106,1973-04-18,4,"MISSING"
1107,1973-05-02,4,"MISSING"
1108,1973-06-24,3,"MISSING"
1109,1973-07-01,7,"ALICE"
1110,1973-07-19,3,"MISSING"
1111,1973-07-30,4,"ALFA"
1112,1973-08-09,3,"MISSING"
1113,1973-08-18,5,"BRENDA"
1114,1973-08-25,11,"CHRISTINE"
1115,1973-09-01,7,"DELIA"
1116,1973-09-06,7,"MISSING"
1117,1973-09-14,10,"ELLEN"
1118,1973-09-24,3,"MISSING"
1119,1973-10-08,6,"FRAN"
1120,1973-10-10,3,"MISSING"
1121,1973-10-16,15,"GILDA"
1122,1973-11-17,2,"MISSING"
1123,1974-06-22,5,"MISSING"
1124,1974-06-24,3,"SUBTROP"
1125,1974-06-30,3,"MISSING"
1126,1974-07-13,5,"MISSING"
1127,1974-07-16,5,"SUBTROP"
1128,1974-08-10,6,"SUBTROP"
1129,1974-08-12,4,"ALMA"
1130,1974-08-24,3,"MISSING"
1131,1974-08-26,8,"BECKY"
1132,1974-08-29,13,"CARMEN"
1133,1974-09-02,10,"MISSING"
1134,1974-09-02,4,"DOLLY"
1135,1974-09-04,11,"ELAINE"
1136,1974-09-14,9,"FIFI"
1137,1974-09-18,3,"MISSING"
1138,1974-09-23,5,"MISSING"
1139,1974-09-27,8,"GERTRUDE"
1140,1974-10-04,6,"SUBTROP"
1141,1974-10-30,4,"MISSING"
1142,1974-11-10,3,"MISSING"
1143,1975-06-24,6,"MISSING"
1144,1975-06-27,8,"AMY"
1145,1975-07-04,2,"MISSING"
1146,1975-07-24,5,"BLANCHE"
1147,1975-07-25,2,"MISSING"
1148,1975-07-28,3,"MISSING"
1149,1975-08-24,9,"CAROLINE"
1150,1975-08-28,8,"DORIS"
1151,1975-09-03,4,"MISSING"
1152,1975-09-03,7,"MISSING"
1153,1975-09-06,2,"MISSING"
1154,1975-09-11,4,"MISSING"
1155,1975-09-13,12,"ELOISE"
1156,1975-09-18,12,"FAYE"
1157,1975-09-22,13,"GLADYS"
1158,1975-09-25,5,"MISSING"
1159,1975-10-03,3,"MISSING"
1160,1975-10-14,4,"MISSING"
1161,1975-10-24,5,"HALLIE"
1162,1975-10-27,3,"MISSING"
1163,1975-11-08,5,"MISSING"
1164,1975-11-29,3,"MISSING"
1165,1975-12-09,5,"SUBTROP"
1166,1976-05-21,5,"SUBTROP"
1167,1976-06-07,3,"MISSING"
1168,1976-06-11,2,"MISSING"
1169,1976-07-20,3,"MISSING"
1170,1976-07-23,2,"MISSING"
1171,1976-07-28,10,"ANNA"
1172,1976-08-06,5,"BELLE"
1173,1976-08-18,4,"DOTTIE"
1174,1976-08-18,7,"CANDICE"
1175,1976-08-20,16,"EMMY"
1176,1976-08-27,12,"FRANCES"
1177,1976-09-04,3,"MISSING"
1178,1976-09-05,3,"MISSING"
1179,1976-09-13,5,"SUBTROP"
1180,1976-09-20,8,"MISSING"
1181,1976-09-22,3,"MISSING"
1182,1976-09-26,3,"MISSING"
1183,1976-09-26,10,"GLORIA"
1184,1976-10-03,10,"MISSING"
1185,1976-10-12,4,"MISSING"
1186,1976-10-22,8,"HOLLY"
1187,1977-06-13,2,"MISSING"
1188,1977-07-18,2,"MISSING"
1189,1977-07-25,2,"MISSING"
1190,1977-08-01,4,"MISSING"
1191,1977-08-29,6,"ANITA"
1192,1977-09-03,7,"BABE"
1193,1977-09-05,8,"CLARA"
1194,1977-09-17,3,"MISSING"
1195,1977-09-22,2,"MISSING"
1196,1977-09-26,5,"DOROTHY"
1197,1977-10-01,3,"MISSING"
1198,1977-10-03,3,"MISSING"
1199,1977-10-13,4,"EVELYN"
1200,1977-10-16,4,"FRIEDA"
1201,1977-10-24,2,"MISSING"
1202,1978-01-18,6,"SUBTROP"
1203,1978-06-21,2,"MISSING"
1204,1978-07-10,3,"MISSING"
1205,1978-07-30,3,"AMELIA"
1206,1978-08-05,4,"BESS"
1207,1978-08-07,5,"MISSING"
1208,1978-08-07,6,"CORA"
1209,1978-08-09,2,"MISSING"
1210,1978-08-26,4,"DEBRA"
1211,1978-08-30,7,"ELLA"
1212,1978-08-30,3,"MISSING"
1213,1978-09-04,13,"FLOSSIE"
1214,1978-09-03,9,"MISSING"
1215,1978-09-08,3,"MISSING"
1216,1978-09-12,10,"HOPE"
1217,1978-09-13,8,"GRETA"
1218,1978-09-18,12,"MISSING"
1219,1978-09-21,3,"MISSING"
1220,1978-10-02,4,"IRMA"
1221,1978-10-07,5,"JULIET"
1222,1978-10-13,5,"MISSING"
1223,1978-10-26,4,"MISSING"
1224,1978-10-28,7,"KENDRA"
1225,1978-11-03,3,"MISSING"
1226,1979-06-11,6,"MISSING"
1227,1979-06-19,6,"ANA"
1228,1979-07-08,6,"MISSING"
1229,1979-07-09,8,"BOB"
1230,1979-07-10,4,"MISSING"
1231,1979-07-15,15,"CLAUDETTE"
1232,1979-07-23,4,"MISSING"
1233,1979-07-31,7,"MISSING"
1234,1979-08-25,15,"DAVID"
1235,1979-08-25,4,"MISSING"
1236,1979-08-29,18,"FREDERIC"
1237,1979-08-30,4,"ELENA"
1238,1979-09-01,6,"MISSING"
1239,1979-09-04,12,"GLORIA"
1240,1979-09-15,10,"HENRI"
1241,1979-09-16,6,"MISSING"
1242,1979-10-12,9,"MISSING"
1243,1979-10-23,3,"SUBTROP"
1244,1979-10-24,6,"MISSING"
1245,1979-11-07,4,"MISSING"
1246,1980-07-17,5,"MISSING"
1247,1980-07-17,5,"MISSING"
1248,1980-07-22,5,"MISSING"
1249,1980-07-31,12,"ALLEN"
1250,1980-08-13,5,"MISSING"
1251,1980-08-14,6,"BONNIE"
1252,1980-08-20,6,"CHARLEY"
1253,1980-08-25,5,"MISSING"
1254,1980-09-01,8,"GEORGES"
1255,1980-09-04,8,"EARL"
1256,1980-09-04,4,"DANIELLE"
1257,1980-09-06,16,"FRANCES"
1258,1980-09-20,7,"HERMINE"
1259,1980-10-01,12,"IVAN"
1260,1980-10-16,3,"MISSING"
1261,1980-11-07,10,"JEANNE"
1262,1980-11-12,7,"MISSING"
1263,1980-11-25,4,"KARL"
1264,1981-04-06,2,"MISSING"
1265,1981-04-19,3,"MISSING"
1266,1981-05-06,4,"ARLENE"
1267,1981-06-03,3,"MISSING"
1268,1981-06-17,3,"MISSING"
1269,1981-06-29,3,"BRET"
1270,1981-07-02,3,"MISSING"
1271,1981-07-25,2,"MISSING"
1272,1981-08-02,4,"CINDY"
1273,1981-08-07,16,"DENNIS"
1274,1981-08-17,5,"MISSING"
1275,1981-08-26,4,"MISSING"
1276,1981-08-31,13,"EMILY"
1277,1981-09-03,10,"FLOYD"
1278,1981-09-07,9,"GERT"
1279,1981-09-12,3,"MISSING"
1280,1981-09-11,10,"HARVEY"
1281,1981-09-21,13,"IRENE"
1282,1981-09-26,9,"MISSING"
1283,1981-10-29,5,"JOSE"
1284,1981-11-03,5,"KATRINA"
1285,1981-11-12,6,"SUBTROP"
1286,1982-06-02,5,"ALBERTO"
1287,1982-06-18,3,"SUBTROP"
1288,1982-08-28,10,"BERYL"
1289,1982-09-06,4,"MISSING"
1290,1982-09-09,4,"CHRIS"
1291,1982-09-13,8,"DEBBY"
1292,1982-09-24,4,"MISSING"
1293,1982-09-30,4,"ERNESTO"
1294,1983-07-23,6,"MISSING"
1295,1983-07-27,7,"MISSING"
1296,1983-08-15,7,"ALICIA"
1297,1983-08-23,7,"BARRY"
1298,1983-09-10,6,"CHANTAL"
1299,1983-09-26,5,"DEAN"
1300,1984-06-11,4,"MISSING"
1301,1984-06-18,3,"MISSING"
1302,1984-07-24,3,"MISSING"
1303,1984-08-06,3,"MISSING"
1304,1984-08-18,4,"SUBTROP"
1305,1984-08-28,9,"ARTHUR"
1306,1984-08-30,6,"BERTHA"
1307,1984-08-31,3,"CESAR"
1308,1984-09-06,3,"MISSING"
1309,1984-09-08,9,"DIANA"
1310,1984-09-14,2,"EDOUARD"
1311,1984-09-15,6,"FRAN"
1312,1984-09-16,4,"GUSTAV"
1313,1984-09-23,10,"HORTENSE"
1314,1984-09-25,7,"ISIDORE"
1315,1984-10-07,15,"JOSEPHINE"
1316,1984-10-25,4,"MISSING"
1317,1984-11-05,9,"KLAUS"
1318,1984-11-23,6,"MISSING"
1319,1984-12-12,13,"LILI"
1320,1985-07-15,5,"ANA"
1321,1985-07-21,6,"BOB"
1322,1985-08-09,9,"CLAUDETTE"
1323,1985-08-12,9,"DANNY"
1324,1985-08-28,8,"ELENA"
1325,1985-09-08,6,"MISSING"
1326,1985-09-11,3,"MISSING"
1327,1985-09-15,5,"FABIAN"
1328,1985-09-16,17,"GLORIA"
1329,1985-09-21,5,"HENRI"
1330,1985-10-07,9,"ISABEL"
1331,1985-10-26,7,"JUAN"
1332,1985-11-15,9,"KATE"
1333,1985-12-07,3,"MISSING"
1334,1986-06-05,4,"ANDREW"
1335,1986-06-23,6,"BONNIE"
1336,1986-07-23,6,"MISSING"
1337,1986-08-04,2,"MISSING"
1338,1986-08-13,18,"CHARLEY"
1339,1986-08-30,6,"MISSING"
1340,1986-09-01,4,"MISSING"
1341,1986-09-07,4,"DANIELLE"
1342,1986-09-10,11,"EARL"
1343,1986-11-18,4,"FRANCES"
1344,1987-05-24,9,"MISSING"
1345,1987-08-08,21,"ARLENE"
1346,1987-08-09,9,"MISSING"
1347,1987-08-13,3,"MISSING"
1348,1987-08-18,7,"BRET"
1349,1987-08-30,4,"MISSING"
1350,1987-09-06,3,"MISSING"
1351,1987-09-05,6,"CINDY"
1352,1987-09-07,2,"MISSING"
1353,1987-09-08,13,"DENNIS"
1354,1987-09-13,5,"MISSING"
1355,1987-09-20,7,"EMILY"
1356,1987-10-09,6,"FLOYD"
1357,1987-10-31,5,"MISSING"
1358,1988-05-31,3,"ONE"
1359,1988-08-05,4,"ALBERTO"
1360,1988-08-08,3,"BERYL"
1361,1988-08-13,2,"FOUR"
1362,1988-08-20,5,"SIX"
1363,1988-08-20,12,"FIVE"
1364,1988-08-21,10,"CHRIS"
1365,1988-08-31,9,"DEBBY"
1366,1988-09-03,3,"ERNESTO"
1367,1988-09-04,1,"TEN"
1368,1988-09-07,4,"MISSING"
1369,1988-09-07,5,"FLORENCE"
1370,1988-09-08,13,"GILBERT"
1371,1988-09-19,12,"HELENE"
1372,1988-09-27,3,"FIFTEEN"
1373,1988-09-28,4,"ISAAC"
1374,1988-10-10,24,"JOAN"
1375,1988-10-19,3,"EIGHTEEN"
1376,1988-11-17,10,"KEITH"
1377,1989-06-15,3,"MISSING"
1378,1989-06-24,8,"ALLISON"
1379,1989-07-09,6,"BARRY"
1380,1989-07-31,10,"DEAN"
1381,1989-07-30,5,"CHANTAL"
1382,1989-08-08,10,"MISSING"
1383,1989-08-18,10,"ERIN"
1384,1989-08-26,16,"FELIX"
1385,1989-08-27,2,"MISSING"
1386,1989-08-30,15,"GABRIELLE"
1387,1989-09-10,16,"HUGO"
1388,1989-09-16,6,"IRIS"
1389,1989-10-02,4,"MISSING"
1390,1989-10-12,5,"JERRY"
1391,1989-11-28,7,"KAREN"
1392,1990-05-24,3,"MISSING"
1393,1990-07-22,6,"ARTHUR"
1394,1990-07-24,10,"BERTHA"
1395,1990-07-31,8,"CESAR"
1396,1990-08-02,12,"EDOUARD"
1397,1990-08-04,6,"DIANA"
1398,1990-08-11,4,"FRAN"
1399,1990-08-24,11,"GUSTAV"
1400,1990-08-25,7,"HORTENSE"
1401,1990-09-04,14,"ISIDORE"
1402,1990-09-18,10,"MISSING"
1403,1990-09-21,16,"JOSEPHINE"
1404,1990-10-03,7,"KLAUS"
1405,1990-10-06,10,"LILI"
1406,1990-10-09,5,"MARCO"
1407,1990-10-16,6,"NANA"
1408,1991-06-29,7,"ANA"
1409,1991-07-05,3,"MISSING"
1410,1991-08-16,14,"BOB"
1411,1991-08-24,3,"MISSING"
1412,1991-08-28,4,"MISSING"
1413,1991-09-04,11,"CLAUDETTE"
1414,1991-09-07,5,"DANNY"
1415,1991-09-08,5,"ERIKA"
1416,1991-10-15,3,"FABIAN"
1417,1991-10-24,2,"MISSING"
1418,1991-10-25,5,"GRACE"
1419,1991-10-28,6,"MISSING"
1420,1992-04-21,4,"SUBTROP"
1421,1992-06-25,2,"MISSING"
1422,1992-07-24,3,"MISSING"
1423,1992-08-16,13,"ANDREW"
1424,1992-09-17,16,"BONNIE"
1425,1992-09-21,9,"CHARLEY"
1426,1992-09-22,5,"DANIELLE"
1427,1992-09-25,7,"MISSING"
1428,1992-09-26,8,"EARL"
1429,1992-10-22,9,"FRANCES"
1430,1993-05-31,4,"ONE"
1431,1993-06-18,4,"ARLENE"
1432,1993-08-04,8,"BRET"
1433,1993-08-14,4,"CINDY"
1434,1993-08-22,16,"EMILY"
1435,1993-08-23,6,"DENNIS"
1436,1993-09-07,7,"FLOYD"
1437,1993-09-14,13,"GERT"
1438,1993-09-18,4,"HARVEY"
1439,1993-09-29,2,"MISSING"
1440,1994-06-30,8,"ALBERTO"
1441,1994-07-20,2,"MISSING"
1442,1994-08-14,6,"BERYL"
1443,1994-08-16,8,"CHRIS"
1444,1994-08-29,3,"MISSING"
1445,1994-09-09,3,"DEBBY"
1446,1994-09-21,6,"ERNESTO"
1447,1994-09-24,3,"MISSING"
1448,1994-09-27,3,"MISSING"
1449,1994-09-29,2,"MISSING"
1450,1994-11-02,7,"FLORENCE"
1451,1994-11-08,14,"GORDON"
1452,1995-06-03,9,"ALLISON"
1453,1995-07-05,6,"BARRY"
1454,1995-07-12,11,"CHANTAL"
1455,1995-07-28,6,"DEAN"
1456,1995-07-31,7,"ERIN"
1457,1995-08-05,3,"MISSING"
1458,1995-08-08,18,"FELIX"
1459,1995-08-09,4,"GABRIELLE"
1460,1995-08-22,11,"HUMBERTO"
1461,1995-08-22,17,"IRIS"
1462,1995-08-22,7,"JERRY"
1463,1995-08-26,9,"KAREN"
1464,1995-08-27,17,"LUIS"
1465,1995-09-09,5,"MISSING"
1466,1995-09-12,20,"MARILYN"
1467,1995-09-26,12,"NOEL"
1468,1995-09-27,10,"OPAL"
1469,1995-10-04,5,"PABLO"
1470,1995-10-07,15,"ROXANNE"
1471,1995-10-20,6,"SEBASTIEN"
1472,1995-10-27,8,"TANYA"
1473,1996-06-17,7,"ARTHUR"
1474,1996-07-05,13,"BERTHA"
1475,1996-07-24,5,"CESAR"
1476,1996-08-19,7,"DOLLY"
1477,1996-08-19,19,"EDOUARD"
1478,1996-08-23,19,"FRAN"
1479,1996-08-26,8,"GUSTAV"
1480,1996-09-03,14,"HORTENSE"
1481,1996-09-24,9,"ISIDORE"
1482,1996-10-04,13,"JOSEPHINE"
1483,1996-10-11,2,"KYLE"
1484,1996-10-14,16,"LILI"
1485,1996-11-13,14,"MARCO"
1486,1997-05-31,3,"MISSING"
1487,1997-06-30,6,"ANA"
1488,1997-07-11,3,"BILL"
1489,1997-07-13,4,"CLAUDETTE"
1490,1997-07-17,3,"MISSING"
1491,1997-07-16,12,"DANNY"
1492,1997-09-03,17,"ERIKA"
1493,1997-10-04,5,"FABIAN"
1494,1997-10-14,4,"GRACE"
1495,1998-07-27,7,"ALEX"
1496,1998-08-19,13,"BONNIE"
1497,1998-08-21,4,"CHARLEY"
1498,1998-08-24,16,"DANIELLE"
1499,1998-08-31,9,"EARL"
1500,1998-09-08,6,"FRANCES"
1501,1998-09-15,17,"GEORGES"
1502,1998-09-17,4,"HERMINE"
1503,1998-09-19,9,"IVAN"
1504,1998-09-21,14,"JEANNE"
1505,1998-09-23,7,"KARL"
1506,1998-10-05,6,"LISA"
1507,1998-10-22,19,"MITCH"
1508,1998-11-24,9,"NICOLE"
1509,1999-06-11,8,"ARLENE"
